Nser,Npar,Irradiance,Temperature,Vmpp,Impp,Label
"9.0","10.0","10.0","5.0","355.4240268655942","0.5772892994538196","1.0"
"9.0","10.0","10.0","15.0","335.9399999999921","0.5791701891771649","1.0"
"9.0","10.0","10.0","25.0","316.55999999999557","0.5806803021882642","1.0"
"9.0","10.0","10.0","35.0","297.26999999999765","0.5818059138955958","1.0"
"9.0","10.0","10.0","45.0","278.09999999999843","0.582443347463553","1.0"
"9.0","10.0","10.0","55.0","259.0258637102506","0.5825875808144408","1.0"
"9.0","10.0","10.0","65.0","240.08956457511866","0.5820820316243408","1.0"
"9.0","10.0","10.0","75.0","221.3099999999994","0.5807920937339884","1.0"
"9.0","10.0","10.0","85.0","202.6833501426826","0.5786200665216178","1.0"
"9.0","10.0","110.0","5.0","394.43999999999886","6.371725766055385","1.0"
"9.0","10.0","110.0","15.0","376.2899999999995","6.397074019482274","1.0"
"9.0","10.0","110.0","25.0","358.1699999999989","6.420317685900183","1.0"
"9.0","10.0","110.0","35.0","340.15536577530816","6.43990256534147","1.0"
"9.0","10.0","110.0","45.0","322.1850006411684","6.45667289028328","1.0"
"9.0","10.0","110.0","55.0","304.3061792396031","6.469417637937316","1.0"
"9.0","10.0","110.0","65.0","286.4873330702044","6.478445238592822","1.0"
"9.0","10.0","110.0","75.0","268.7999999999995","6.481721643623084","1.0"
"9.0","10.0","110.0","85.0","251.23640430288518","6.478764679121721","1.0"
"9.0","10.0","210.0","5.0","403.94999999999914","12.17019813989768","1.0"
"9.0","10.0","210.0","15.0","386.12999999999977","12.221333597501587","1.0"
"9.0","10.0","210.0","25.0","368.39999999999907","12.266749772645257","1.0"
"9.0","10.0","210.0","35.0","350.6999999999997","12.308014783536095","1.0"
"9.0","10.0","210.0","45.0","333.089999999999","12.342657695441158","1.0"
"9.0","10.0","210.0","55.0","315.53257398890895","12.371508095976518","1.0"
"9.0","10.0","210.0","65.0","298.0615903628272","12.392712574628703","1.0"
"9.0","10.0","210.0","75.0","280.70999999999947","12.404080580194043","1.0"
"9.0","10.0","210.0","85.0","263.42999999999876","12.406768024957227","1.0"
"9.0","10.0","310.0","5.0","409.0799999999999","17.96951935416979","1.0"
"9.0","10.0","310.0","15.0","391.50948702719467","18.04484425544389","1.0"
"9.0","10.0","310.0","25.0","373.9799999999998","18.114143904387234","1.0"
"9.0","10.0","310.0","35.0","356.4899999999978","18.177090949274344","1.0"
"9.0","10.0","310.0","45.0","339.0899999999984","18.230552728330924","1.0"
"9.0","10.0","310.0","55.0","321.7605918849206","18.27473477980116","1.0"
"9.0","10.0","310.0","65.0","304.4999999999995","18.308941196232755","1.0"
"9.0","10.0","310.0","75.0","287.31857645472866","18.33165651490057","1.0"
"9.0","10.0","310.0","85.0","270.2768381083233","18.33772850362461","1.0"
"9.0","10.0","410.0","5.0","412.37999999999954","23.7663611098559","1.0"
"9.0","10.0","410.0","15.0","394.9499999999988","23.86788278998754","1.0"
"9.0","10.0","410.0","25.0","377.57999999999936","23.96046382361131","1.0"
"9.0","10.0","410.0","35.0","360.2699999999986","24.043409381335955","1.0"
"9.0","10.0","410.0","45.0","343.01999999999794","24.11596298101432","1.0"
"9.0","10.0","410.0","55.0","325.8299999999998","24.177304323583122","1.0"
"9.0","10.0","410.0","65.0","308.699999999999","24.226546794158203","1.0"
"9.0","10.0","410.0","75.0","291.6899999999996","24.2577532031057","1.0"
"9.0","10.0","410.0","85.0","274.78693371154606","24.270143405912943","1.0"
"9.0","10.0","510.0","5.0","414.6299999999993","29.561926148023446","1.0"
